Transaction ID,Date,Store ID,Store Name,Product ID,Product Name,Quantity Sold,Unit Price,Total Sales ($)
T734183,2024-10-06,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T633475,2024-03-10,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T279427,2024-02-09,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T433673,2024-01-29,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T382039,2024-01-23,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T100369,2024-09-12,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T254039,2024-12-06,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T349458,2024-08-22,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T195141,2024-12-08,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T988151,2024-05-18,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T961108,2024-06-09,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T554089,2024-10-21,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T639625,2024-06-09,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T435641,2024-08-08,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T270666,2024-09-25,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T674241,2024-09-28,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T819471,2024-05-19,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T183438,2024-06-29,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T226360,2024-04-18,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T382831,2024-07-20,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T326102,2024-06-14,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T137823,2024-08-07,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T319650,2024-02-14,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T450967,2024-03-06,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T988262,2024-11-25,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T238108,2024-08-04,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T848447,2024-09-12,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T197799,2024-04-24,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T985939,2024-07-26,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T364236,2024-06-05,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T722430,2024-10-23,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T347463,2024-08-18,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T559298,2024-03-10,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T755571,2024-08-04,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T880818,2024-03-13,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T408241,2024-06-04,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T482181,2024-04-10,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T729731,2024-06-04,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T285292,2024-11-24,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T537770,2024-08-20,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T679319,2024-11-23,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T610185,2024-06-25,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T652887,2024-08-11,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T459202,2024-10-18,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T584280,2024-04-22,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T382160,2024-11-28,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T268416,2024-07-01,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T679128,2024-11-07,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T227696,2024-11-26,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T151436,2024-02-24,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T920128,2024-06-03,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T623155,2024-05-18,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T579175,2024-05-13,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T353833,2024-05-30,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T573609,2024-10-20,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T855463,2024-02-27,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T405269,2024-01-13,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T230358,2024-11-04,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T259215,2024-02-19,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T196694,2024-12-06,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T515064,2024-09-10,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T300770,2024-01-24,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T781199,2024-02-20,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T687758,2024-09-30,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T587634,2024-03-03,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T539637,2024-01-09,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T314028,2024-04-08,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T626528,2024-09-03,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T318681,2024-09-26,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T881825,2024-08-23,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T261971,2024-07-29,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T779203,2024-02-10,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T322353,2024-11-25,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T129336,2024-06-12,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T931016,2024-08-11,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T851069,2024-12-03,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T574310,2024-09-06,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T797799,2024-08-04,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T241910,2024-08-01,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T558309,2024-07-28,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T260561,2024-10-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T883928,2024-12-28,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T489691,2024-05-31,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T580726,2024-08-06,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T669321,2024-12-02,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T980798,2024-07-27,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T984685,2024-06-20,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T256434,2024-02-15,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T614023,2024-05-01,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T724336,2024-01-27,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T132192,2024-12-21,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T384205,2024-04-04,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T411428,2024-04-06,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T913582,2024-02-12,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T184680,2024-12-07,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T919360,2024-01-13,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T649684,2024-10-07,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T118962,2024-04-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T457631,2024-10-13,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T401106,2024-09-10,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T337612,2024-07-27,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T799716,2024-01-23,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T440819,2024-09-17,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T928577,2024-12-19,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T245235,2024-10-22,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T722134,2024-05-24,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T536382,2024-06-01,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T433948,2024-12-31,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T407870,2024-11-01,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T897763,2024-07-14,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T102878,2024-07-04,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T245828,2024-12-31,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T783991,2024-11-13,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T221411,2024-10-19,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T101491,2024-12-11,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T273955,2024-11-24,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T895146,2024-06-26,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T684301,2024-01-04,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T682553,2024-03-08,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T363755,2024-10-08,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T881562,2024-06-15,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T103131,2024-05-07,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T932286,2024-01-12,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T493618,2024-05-24,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T166775,2024-06-14,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T740430,2024-06-28,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T938806,2024-03-25,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T155021,2024-04-03,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T381996,2024-06-04,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T448534,2024-02-14,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T175233,2024-12-04,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T809070,2024-07-18,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T591060,2024-05-23,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T408598,2024-04-04,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T875924,2024-03-23,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T630184,2024-03-16,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T448027,2024-06-07,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T398108,2024-09-02,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T769792,2024-01-07,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T335863,2024-12-13,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T730302,2024-08-07,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T297468,2024-03-20,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T198153,2024-07-17,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T832075,2024-02-10,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T787060,2024-07-11,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T352843,2024-03-26,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T474367,2024-01-02,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T723434,2024-03-25,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T406635,2024-10-31,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T729121,2024-11-11,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T948451,2024-11-30,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T623687,2024-05-20,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T969757,2024-08-01,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T818292,2024-04-25,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T559140,2024-12-29,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T690180,2024-02-06,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T424439,2024-05-08,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T730706,2024-07-09,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T244830,2024-02-27,1144,NEW IN TOWN,2003,Puma Running Shoes,2,149,298
T992116,2024-07-01,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T499763,2024-01-07,1144,NEW IN TOWN,2001,Nike Air Max 90,3,189,567
T811454,2024-03-12,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T771071,2024-02-24,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,4,129,516
T280884,2024-01-17,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T244830,2024-08-21,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T963938,2024-02-06,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T594194,2024-08-28,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T834410,2024-08-13,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T144667,2024-03-22,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T935352,2024-06-25,1144,NEW IN TOWN,2002,Adidas Ultraboost,4,199,796
T963902,2024-03-01,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T213278,2024-02-01,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T561295,2024-12-25,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T349697,2024-10-19,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T451062,2024-01-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T453406,2024-05-19,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T382056,2024-08-04,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T817386,2024-11-25,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T774180,2024-04-07,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T191159,2024-12-07,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T416558,2024-10-25,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T574849,2024-06-30,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T791151,2024-08-10,1144,NEW IN TOWN,1002,Samsung Galaxy S23,1,1199,1199
T110207,2024-04-02,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T544792,2024-01-07,1144,NEW IN TOWN,2001,Nike Air Max 90,2,189,378
T585785,2024-06-01,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T154794,2024-09-09,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T902809,2024-03-03,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T105521,2024-07-09,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T913519,2024-12-01,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T791127,2024-05-11,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T972274,2024-03-02,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T122192,2024-07-04,1144,NEW IN TOWN,2002,Adidas Ultraboost,3,199,597
T828677,2024-12-02,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,3,899,2697
T839563,2024-09-10,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T768052,2024-08-27,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T265856,2024-05-01,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T512094,2024-02-14,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T390899,2024-01-12,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T746821,2024-08-04,1144,NEW IN TOWN,1002,Samsung Galaxy S23,2,1199,2398
T306399,2024-04-29,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T167737,2024-04-16,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T677267,2024-10-19,1144,NEW IN TOWN,2003,Puma Running Shoes,5,149,745
T256285,2024-08-23,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T966506,2024-02-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T896522,2024-01-10,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T459414,2024-05-16,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T758888,2024-05-07,1144,NEW IN TOWN,1001,Apple iPhone 15,2,1299,2598
T438392,2024-12-18,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T818679,2024-03-17,1144,NEW IN TOWN,1001,Apple iPhone 15,4,1299,5196
T692279,2024-05-30,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T814284,2024-11-16,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T690300,2024-12-19,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T952781,2024-12-12,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T975556,2024-02-14,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T988734,2024-04-23,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T987655,2024-07-17,1144,NEW IN TOWN,2002,Adidas Ultraboost,5,199,995
T317539,2024-03-28,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T219223,2024-09-14,1144,NEW IN TOWN,1002,Samsung Galaxy S23,3,1199,3597
T401903,2024-06-15,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T522437,2024-04-25,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T391763,2024-11-19,1144,NEW IN TOWN,2002,Adidas Ultraboost,1,199,199
T293428,2024-07-08,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T626482,2024-09-09,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T869158,2024-11-28,1144,NEW IN TOWN,1001,Apple iPhone 15,5,1299,6495
T955438,2024-04-12,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T394981,2024-07-13,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T813785,2024-03-23,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T693267,2024-08-02,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T388013,2024-01-22,1144,NEW IN TOWN,1002,Samsung Galaxy S23,4,1199,4796
T425140,2024-03-07,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T990081,2024-12-23,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T647342,2024-10-27,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T541962,2024-11-04,1144,NEW IN TOWN,2003,Puma Running Shoes,1,149,149
T408727,2024-12-18,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
T939604,2024-05-18,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T190749,2024-04-05,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T156016,2024-04-09,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T215672,2024-02-22,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,3,499,1497
T678583,2024-01-22,1144,NEW IN TOWN,2001,Nike Air Max 90,5,189,945
T723208,2024-12-03,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,5,899,4495
T997966,2024-04-12,1144,NEW IN TOWN,2001,Nike Air Max 90,4,189,756
T842238,2024-05-13,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T226886,2024-03-08,1144,NEW IN TOWN,2002,Adidas Ultraboost,2,199,398
T663299,2024-06-07,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T878439,2024-12-02,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,4,499,1996
T227607,2024-01-03,1144,NEW IN TOWN,1002,Samsung Galaxy S23,5,1199,5995
T869864,2024-01-20,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,5,499,2495
T151333,2024-07-11,1144,NEW IN TOWN,2003,Puma Running Shoes,3,149,447
T823928,2024-06-01,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T373092,2024-05-28,1144,NEW IN TOWN,1001,Apple iPhone 15,3,1299,3897
T957349,2024-06-28,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,1,499,499
T608841,2024-11-11,1144,NEW IN TOWN,2003,Puma Running Shoes,4,149,596
T532560,2024-08-21,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,1,899,899
T924465,2024-01-30,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,2,129,258
T486986,2024-05-13,1144,NEW IN TOWN,1001,Apple iPhone 15,1,1299,1299
T516548,2024-11-07,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,5,129,645
T509595,2024-08-28,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,4,899,3596
T565540,2024-04-04,1144,NEW IN TOWN,2001,Nike Air Max 90,1,189,189
T227176,2024-02-03,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,1,129,129
T362706,2024-09-25,1144,NEW IN TOWN,2004,Skechers Memory Foam Sneakers,3,129,387
T213850,2024-07-08,1144,NEW IN TOWN,1004,Dyson V15 Vacuum Cleaner,2,899,1798
T610668,2024-12-04,1144,NEW IN TOWN,1003,Sony WH-1000XM5 Headphones,2,499,998
